id,team,x,y,segment,name,location
225,OAK,138.381507,166.9394388,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
226,OAK,140.9846351,169.4303141,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
227,OAK,143.5877632,171.9211894,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
228,OAK,146.1908913,174.4120646,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
229,OAK,146.4113817,177.8826484,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
230,OAK,146.6435802,181.0269219,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
231,OAK,144.098783,183.5773616,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
232,OAK,141.5539858,186.1278013,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
233,OAK,139.0091887,188.6782411,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
234,OAK,136.4643915,191.2286808,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
235,OAK,133.9195943,193.7791205,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
236,OAK,131.3747972,196.3295603,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
237,OAK,127.7651002,198.5038031,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
238,OAK,125.13,139.71,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
239,OAK,119.6801589,140.1651964,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
240,OAK,114.69003,141.3715738,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
241,OAK,110.1501,143.2049058,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
242,OAK,106.0508554,145.5409657,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
243,OAK,102.3827828,148.2555269,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
244,OAK,99.13636883,151.224363,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
245,OAK,96.3021,154.3232474,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
246,OAK,93.87046292,157.4279536,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
